comment,like_count,published_at,author,sentiment,emotions,anger,fear,negative,positive,trust,anticipation,joy,surprise,sadness,disgust,positive_count
"Neflix, you never fail to disappoint!",1,2024-10-20T03:16:17Z,@Milk-c1h,Positive,"{'anger': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
Can I get a dislike count on this?,1,2024-10-20T03:14:14Z,@Milk-c1h,Neutral,"{'anger': 1, 'disgust': 1, 'negative': 1, 'positive': 1, 'trust': 1}",1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
"Tyson Was the basest man on the planet in his prime.

Now he’s way his prime.",0,2024-10-20T03:11:26Z,@b21raider27,Neutral,{'positive': 2},0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I’m definitely watching team Tyson,0,2024-10-20T03:07:58Z,@luysferdinand7536,Neutral,{'trust': 1},0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Tyson might win,0,2024-10-20T02:55:38Z,@MoTalks97,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"These days with stem cells and certain medications you can reverse a lot of damage taken over time from aging.
I don't think Mike has the same reaction speed, though in a closed situation he's still deadly. but providing he can keep his head from the centreline,  he'll come out as a brawler. Jake is long, his only option unless he wants to get in a slugfest is to get on his wheels because mike can still hit.",0,2024-10-20T02:51:04Z,@ryanjones1938,Positive,"{'anger': 3, 'disgust': 2, 'negative': 3, 'sadness': 2, 'anticipation': 3, 'fear': 1, 'joy': 1, 'positive': 2, 'trust': 1}",3.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,1
As much as I love Tyson I have to say that Jake wins this one.,0,2024-10-20T02:27:30Z,@madeinnagaland5275,Positive,"{'joy': 1, 'positive': 1}",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
How to die in 50 seconds:,0,2024-10-20T02:10:33Z,@QuernProductions23,Neutral,"{'fear': 1, 'negative': 1, 'sadness': 1}",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
Yeah george foreman should be mike tysons coach,0,2024-10-20T01:51:19Z,@Jayden_guy,Neutral,"{'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
Would rather see Evander Holifield vs Mike Tyson Rematch.,0,2024-10-20T01:39:16Z,@alisyed7659,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Jake loses his fight. He will never ever be a world champion that’s the same even if he does beat him doesn’t mean that he will be a champion either but if he loses to out of prime Mike Tyson, he has zero chance be any of the cruiser weights that are in their prime as an embarrassment if he gets whooped by 60-year-old Mike Tyson even if it is Mike Tyson. He can’t lose to a Grandpa.",0,2024-10-20T01:38:13Z,@shaofanger7167,Negative,"{'anger': 2, 'fear': 3, 'negative': 3, 'anticipation': 2, 'joy': 2, 'positive': 4, 'trust': 2, 'surprise': 3, 'sadness': 2, 'disgust': 1}",2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,0
Will Mike Tyson be a Sellout?,0,2024-10-20T01:37:31Z,@alisyed7659,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Just another rigged bs fight,0,2024-10-20T01:15:40Z,@Dooger111,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tbh when he feels mikes power I think he might shit himself but if he can last I see Jake winning ofc,0,2024-10-19T23:58:32Z,@gawdszn302,Positive,"{'anger': 1, 'disgust': 2, 'negative': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'sadness': 1, 'surprise': 1, 'trust': 1}",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1
"No one calls him ""El Gallo"" stop it.",11,2024-10-19T23:54:07Z,@JorgeSanchez-xx3fx,Neutral,"{'anticipation': 1, 'negative': 1, 'trust': 1}",0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
Jake’s a joke but he’s fighting and old ass man he should win but it’s Mike so there’s a chance that no other old ass man has,1,2024-10-19T23:39:45Z,@robertriojas2639,Positive,"{'negative': 4, 'anger': 1, 'surprise': 1}",1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
Rigged ............,2,2024-10-19T23:21:00Z,@antonscott2454,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Being fr, it’s gonna be a bit of a challenge for mike. Yes, he’s one of the best boxers. But: He’s way out of his prime. He’s old now. Lets just hope mike wins. If he was in his ptime, jake would die.",0,2024-10-19T22:56:27Z,@DeafLoudness,Positive,"{'anger': 1, 'fear': 2, 'negative': 2, 'positive': 2, 'anticipation': 1, 'joy': 1, 'surprise': 1, 'trust': 1, 'sadness': 1}",1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1
ayt,0,2024-10-19T22:56:26Z,@djefardeur7958,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Come on mike tyson knockout jake fake boxer paul 😂,0,2024-10-19T22:51:35Z,@joshuawhitfield5259,Negative,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31 year age difference between these two,0,2024-10-19T21:47:00Z,@NnekaManyara-l2w,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Whoever made this should be fired 😂 this just feels like a bad car crash type of scenario,0,2024-10-19T21:40:47Z,@RegiyThornton,Negative,"{'anger': 1, 'disgust': 1, 'fear': 2, 'negative': 2, 'sadness': 2, 'surprise': 1}",1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0
"what in the world, I didn't know this was still on. so silly",0,2024-10-19T21:36:00Z,@eysan90,Negative,"{'joy': 1, 'negative': 1}",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
it is already fake match  a movie match when I saw ''netflix''   it wont be real,0,2024-10-19T21:30:26Z,@audi_fanusik,Negative,"{'negative': 1, 'anticipation': 1, 'positive': 1, 'trust': 1}",0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
Jake Paul is so death as hell,0,2024-10-19T20:31:14Z,@Finalgoj,Neutral,"{'anger': 2, 'anticipation': 1, 'disgust': 2, 'fear': 2, 'negative': 2, 'sadness': 2, 'surprise': 1}",2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0
It's payday for Iron Mike,0,2024-10-19T20:30:02Z,@irecruitfish7410,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Gloves look like those huge  fake Hulk hands from Toys R Us.,0,2024-10-19T20:24:18Z,@kenpendergrass01,Negative,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"If you believe this is not fixed.
YOU'RE DUMB !",0,2024-10-19T20:09:26Z,@PulseRELOADED,Negative,{'trust': 1},0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
0:46 *loud incorrect buzzer*,0,2024-10-19T20:08:05Z,@TH-rx1kt,Positive,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
mark my words jake will beat him by tko.,0,2024-10-19T19:57:49Z,@FightEdits07,Neutral,"{'anger': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Come on Jake you can do this,0,2024-10-19T19:36:44Z,@vincentnguyen9045,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Probably another fake arranged fight to make money from social media followers, just like it was the fight between Popo vs Bambam in Brazil, giant social media stunt to make money.",0,2024-10-19T19:21:07Z,@rbeEconomy,Negative,"{'negative': 3, 'anger': 4, 'fear': 3, 'anticipation': 2, 'joy': 2, 'positive': 2, 'surprise': 2, 'trust': 2}",4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
"Jake tries so hard to make people care lol. Keep fighting elderly people buddy, fighting a boxer your age obviously didnt work out for you 😂",0,2024-10-19T19:15:04Z,@PinePenguinYT,Positive,"{'anger': 2, 'negative': 2, 'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1
"Honestly im more worried about Mike, at 58 yrs old this is not a place for him to be anymore, Jake may be much less skilled but of the two but he is young and has some serious weight in his hands",0,2024-10-19T19:01:34Z,@glutamin111,Positive,"{'negative': 2, 'sadness': 2, 'positive': 3, 'anticipation': 2, 'joy': 2, 'surprise': 2, 'disgust': 1, 'fear': 1, 'trust': 1}",0.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1
“Jake el gallo paul”😂😂😂 pinche pendejo gringo no es ningun gallo ni siquiera un pollito yo mismo me lo chingaria en el boxeo o mma,0,2024-10-19T18:57:18Z,@ElRiki428,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Say it with me: SCRIPTED FIGHT,0,2024-10-19T18:56:20Z,@ElRiki428,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lame ass trailer,0,2024-10-19T18:26:50Z,@rattlesnake8853,Negative,{'negative': 1},0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tyson is the Face oh this Sport,0,2024-10-19T18:14:15Z,@pseudonym42005,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
If Tyson lose it's rigged,0,2024-10-19T18:03:07Z,@mareo187,Neutral,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"If Jake loses it's embarrassing for him, if Jake wins it also embarrassing for him. Whats the point of this? 😂",1,2024-10-19T17:39:15Z,@ao2415,Neutral,{'negative': 2},0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
If Mike gets a hit in it’s over,0,2024-10-19T17:36:58Z,@jameswhite1319,Neutral,"{'anger': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Is ludicris hosting? And why is mike asking for a beat down? He’s gonna lose he’s 59 year old man..,0,2024-10-19T17:33:13Z,@NghiaNguyen-qq7yx,Negative,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
Whos here after the cancellation announcement,0,2024-10-19T17:32:49Z,@unknownmusic2381,Neutral,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Sad,0,2024-10-19T17:23:47Z,@EmptyWendyBag,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
it’s embarrassing how fake this looks,0,2024-10-19T17:22:58Z,@FiveLeefClovr,Negative,{'negative': 2},0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Money,2,2024-10-19T17:14:00Z,@Meowhsss,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Jake Paul picked a lose/bigger lose fight. 
If he wins, he beat a 58 yr old ex fighter. Uh... good job?
If he loses, he lost to a 58 yr old ex fighter. Also, Tyson still has it at 58.",0,2024-10-19T16:45:31Z,@taylort8674,Positive,"{'anger': 2, 'disgust': 1, 'fear': 2, 'negative': 3, 'sadness': 2, 'surprise': 2, 'anticipation': 1, 'joy': 1, 'positive': 2, 'trust': 1}",2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1
"hey HEY netflix .. shhh be quite umm see more




Can ya give me a free supscription exclusively for the fight? LOBE U <3",1,2024-10-19T16:43:58Z,@ultimategamer6470,Positive,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
who else been waiting for this 😌,0,2024-10-19T16:27:04Z,@ar_kour,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
One big shot from Jake is the beginning of the end for Tyson. This should have never been allowed.,0,2024-10-19T16:13:38Z,@nickbaldomar8755,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"It hit me mid end that that's Luda 😂😂 They should have Luda as the boxing announcer. Better yet, have Unc and Ocho alternate 😂😂😂",0,2024-10-19T16:00:35Z,@Mike-19940,Positive,"{'anger': 2, 'negative': 1}",2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Skrillex 🔥🔥,0,2024-10-19T15:59:41Z,@merro7777,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Skrillex song 🎧 that man come 10 years after and is in the top again ❤,1,2024-10-19T15:37:10Z,@imArt_24,Positive,"{'anticipation': 1, 'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
They both bout to get Paiddd from this Lmao,1,2024-10-19T15:22:52Z,@JosephChecklick,Positive,"{'anger': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FIFA mobile ahh music 😭,1,2024-10-19T15:16:12Z,@DavidArzate-e7e,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'sadness': 1}",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
I like how the put less than 2 years videos of Jake but also 20 years ago videos of Mike 😅,0,2024-10-19T15:05:48Z,@davidreth,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike Tyson is the GOAT 🐐,0,2024-10-19T14:42:54Z,@EddieLove,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"This is the biggest clown show of the year, I'll pass on watching it.",0,2024-10-19T14:18:48Z,@Kingbeer01,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
I'm waiting this match to see jack paul face 😂😂😂,0,2024-10-19T13:50:03Z,@WHITEBUNNY-,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
this better be real,0,2024-10-19T13:46:19Z,@pxtrerwah8746,Positive,"{'positive': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
"Sure, why not make Logan Paul richer and richer. He sure deserves to become a billionaire. 🙃 This world is going to shit.",1,2024-10-19T13:27:09Z,@illogical001,Positive,"{'anger': 1, 'disgust': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"Jake doesn't even deserve to be in the ring with Tyson , however I hope Tyson knocks Jake out cold",0,2024-10-19T12:35:01Z,@RealHiphop-f3t,Negative,"{'anger': 1, 'anticipation': 2, 'positive': 2, 'trust': 2, 'joy': 1, 'surprise': 1, 'negative': 1}",1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0
Mike tyson is very clearly out of his prime if he wins its going to be via his skill and experience,0,2024-10-19T12:23:41Z,@TheDucky94,Positive,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
What the soundtrack,0,2024-10-19T11:09:49Z,@danielsharpe4251,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"People who listened fifa mobile old song and remembered this one nostalgic 😢
👇",1,2024-10-19T10:43:00Z,@Ahmedsavagebb4vn,Negative,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"Will be like an exhibition fight, big gloves short rounds,you snowflakes worried about safety😅",0,2024-10-19T10:40:22Z,@Emmet-q4h,Neutral,"{'anger': 1, 'fear': 1, 'negative': 2, 'sadness': 1}",1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
"I'm rooting for Iron Mike with all my heart, may Allah prolong his life for many more years! 🦾🙏",1,2024-10-19T09:03:33Z,@МедныйТитан2,Positive,"{'disgust': 1, 'negative': 1}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"Nah bro if jake looses to a 60 year old tyson bros gonna get made fun of beyond human comprehension, its gonna be worse then the ksi song hate",0,2024-10-19T08:37:06Z,@gerimaster8820,Negative,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'fear': 2, 'negative': 2, 'sadness': 2, 'anger': 1, 'disgust': 1}",1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0
Nah cause like this is messed up why would jake wanna even do this to defeat (if he does)an older version of mike is just down bad he cpuld get more injurys he older than him ....,0,2024-10-19T08:21:29Z,@Kiwi_nee,Negative,"{'fear': 2, 'negative': 3, 'sadness': 4, 'anger': 1, 'disgust': 1}",1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0
At least Logan is actually a really dang good pro wrestler who's earned respect whether people like him or not. Jake on the other hand is a terrible boxer who's about to be humbled by the goat,0,2024-10-19T08:20:07Z,@PinkShirtVegeta,Negative,"{'anticipation': 2, 'joy': 2, 'positive': 3, 'surprise': 1, 'trust': 2, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 2}",1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0
Let's fkin go!!,0,2024-10-19T07:35:28Z,@kasunfernando1679,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Music Skrillex - Rumble,1,2024-10-19T06:43:52Z,@moore9738,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Iron Mike 🥊🥊,0,2024-10-19T06:27:22Z,@IZOMBIESLAYER115,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Jake el ""gay""oo",0,2024-10-19T05:25:19Z,@Rakuten4i,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Can’t wait to see this movie on the night,1,2024-10-19T05:05:28Z,@dylasher5421,Neutral,"{'anticipation': 1, 'negative': 1}",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
I mean fair enough if tysons on roids but look at the size of jake ballooning up 😂😂😂😂 come on man you. Cant be hitting a pensioner while roided,0,2024-10-19T04:48:57Z,@Snizzle_Fizzle,Positive,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Jake Paul would beat Mike Tyson in his prime,0,2024-10-19T04:47:34Z,@ericmorris3509,Neutral,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Cerita2 zaman dulu2 pahlawan tu makin jelas di sini. Rasanya tidak perlu ini rasanya. Mungkin untuk orang lain.,0,2024-10-19T04:47:07Z,@Layla_r0se,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
November is gonna be the most epic month we've had in a long time,0,2024-10-19T04:40:21Z,@AxleRods,Positive,"{'positive': 1, 'anticipation': 2}",0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1
Never knew white boy went by El Gallo 😐,0,2024-10-19T01:28:52Z,@eddiemartinez2175,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1, 'disgust': 1, 'negative': 1}",0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0
Your about to get cooked Mr big Paul🫵🤒😈😷,0,2024-10-19T00:41:04Z,@maritzaybarra4378,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I love Mike Tyson and will watch this to support him in any endeavor he does...,0,2024-10-19T00:32:50Z,@WesleyInman,Positive,"{'joy': 1, 'positive': 2, 'anticipation': 2, 'fear': 1}",0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1
SKRILLEX AND FRED AGAIN MENTIONED 🗣️🗣️🗣️🗣️🔥🔥🔥🔥,1,2024-10-19T00:30:20Z,@davidgomez-fp8xi,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Am i tripping or is mike Tyson gloves a bigger than jake?? Doesn't that cause less impact on the other opponent??,0,2024-10-19T00:28:42Z,@frodriguez420,Negative,"{'anger': 2, 'negative': 2, 'sadness': 1, 'anticipation': 1, 'disgust': 1, 'fear': 1}",2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
cobra kai better than this shit 😂,0,2024-10-19T00:15:15Z,@efraeimberena2532,Positive,"{'fear': 1, 'anger': 1, 'disgust': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
"This is like when jones gave carver a second chance.
Nothing to prove.
Nothing to gain.
Just putting a brilliant legacy on the line for Nothing.

Hopefully it goes Mike's way.",0,2024-10-18T23:49:24Z,@MrStivi1981,Positive,"{'surprise': 1, 'positive': 3, 'anticipation': 2, 'joy': 2, 'trust': 1}",0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1
"You guys forget that Mike Tyson ACCEPTED this fight and he willingly wanted to do this. He’s to blame too.
On top of this, there’s a decent chance of Jake winning, he is so much younger and quicker. I’m no Jake Paul fan, but the facts are facts. Suck it up and stop whining",1,2024-10-18T23:22:43Z,@SpaceStrike,Positive,"{'negative': 3, 'anger': 2, 'fear': 1, 'positive': 7, 'disgust': 2, 'anticipation': 2, 'trust': 4, 'surprise': 2, 'joy': 1, 'sadness': 1}",2.0,1.0,3.0,7.0,4.0,2.0,1.0,2.0,1.0,2.0,1
What an insane life we live in.,1,2024-10-18T23:05:35Z,@WhosGonnaStopMe101,Negative,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Embarrassing,0,2024-10-18T22:59:08Z,@jonnyquest7099,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Forget this tyson, the tyson that lost to kevin mcbride couldnt beat joke paul",0,2024-10-18T22:49:31Z,@navjitbassi03,Neutral,"{'negative': 2, 'sadness': 1}",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
I pray the most high is with Mike Tyson because Jake guy is weird cocky narcissistic sociopathic needs to be humbled his family got away with a lot of stuff .,0,2024-10-18T22:48:35Z,@Lovejoypeacegrace,Negative,"{'anticipation': 1, 'fear': 1, 'joy': 1, 'positive': 2, 'surprise': 1, 'trust': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}",0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
I heard something happened with tyson pulling out????,0,2024-10-18T22:33:57Z,@Kll-z8m,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Why were mikes gloves like 50x bigger than normal,0,2024-10-18T22:26:41Z,@evikted1801,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Nah im sad mike accepted this i think it just puts a horrible stain on his reputation,0,2024-10-18T22:22:07Z,@snowmansully4053,Negative,"{'anger': 1, 'disgust': 2, 'fear': 1, 'negative': 2}",1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0
Why does everybody forget that Jake got demolished by Tommy Fury? A guy mike wouldve sent to the shadow realm in his prime.. This fight is a gimmick.,0,2024-10-18T22:19:34Z,@JustinK13,Neutral,"{'negative': 2, 'positive': 1, 'anger': 1, 'fear': 1}",1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
What a joke for boxing history,0,2024-10-18T22:17:45Z,@EddiePerez-vk1ji,Neutral,"{'negative': 1, 'anger': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
When is it coming out I forgot,0,2024-10-18T21:06:47Z,@Lukethelightgiver,Neutral,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Can't wait for Mike Tyson to beat the ego out of this man,0,2024-10-18T20:52:40Z,@TheWanderingNinja77,Neutral,"{'anticipation': 1, 'negative': 1}",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
'Bout damn time.,0,2024-10-18T20:31:48Z,@zichithefox4781,Neutral,"{'anger': 1, 'disgust': 1, 'negative': 1, 'anticipation': 1}",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
I'm not paying for a rigged fights,0,2024-10-18T20:21:40Z,@vinylsquad7776,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hey Fake Paul when are you going to fight current fighters?,0,2024-10-18T20:19:30Z,@Sazerrider,Negative,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
🔥🔥🔥🥊👊💯,0,2024-10-18T20:00:05Z,@Gusflow01,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I just hope that this fight isn't a fake fight like Paul vs diaz or paul vs anderson silva,0,2024-10-18T19:53:20Z,@maazqureshi4917,Negative,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'anger': 2, 'fear': 2, 'negative': 3}",2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
It's going to be a great movie. Mike goes off script and whoops him,0,2024-10-18T19:51:06Z,@blakeniflis7071,Positive,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I’m sorry did he just say he’s the face of boxing??? How many titles has he held?,0,2024-10-18T19:39:32Z,@Mrwolfcarter,Neutral,{'anger': 1},1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
This us dumb and disrespectful fighting an old legend,0,2024-10-18T19:06:41Z,@pablingotenciano9606,Negative,"{'negative': 3, 'anger': 2, 'disgust': 1, 'fear': 1, 'sadness': 1}",2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Routing for Mike .,0,2024-10-18T19:00:30Z,@TheDazzerRTW,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
this is movie bro😅,0,2024-10-18T18:47:16Z,@Warunafernando-bu8gv,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fight's gonna be scripted right?,0,2024-10-18T18:20:25Z,@himangadas1535,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
